2452125.55238 16.349 0.014
2452129.63490 16.381 0.007
2452132.57920 16.370 0.008
2452135.71685 16.441 0.007
2452140.67487 16.378 0.009
2452144.55822 16.385 0.008
2452160.54829 16.371 0.010
2452168.61577 16.392 0.009
2452175.58763 16.392 0.012
2452187.52510 16.419 0.010
2452206.51978 16.372 0.012
2452331.86095 16.381 0.009
2452346.90732 16.373 0.009
2452358.83293 16.405 0.009
2452372.79314 16.386 0.008
2452382.91730 16.386 0.009
2452386.86073 16.380 0.009
2452390.80388 16.399 0.009
2452397.76592 16.396 0.008
2452401.79066 16.396 0.009
2452403.84672 16.384 0.008
2452405.81523 16.386 0.008
2452414.79893 16.384 0.009
2452416.76652 16.369 0.008
2452424.85916 16.385 0.011
2452428.76082 16.378 0.008
2452434.67159 16.378 0.008
2452436.71725 16.378 0.008
2452438.69553 16.398 0.009
2452440.83756 16.391 0.009
2452443.70136 16.399 0.009
2452445.58244 16.389 0.008
2452448.56466 16.399 0.018
2452453.82057 16.405 0.010
2452459.51678 16.372 0.010
2452463.49145 16.395 0.010
2452464.72161 16.400 0.008
2452467.62457 16.394 0.008
2452469.63906 16.393 0.007
2452471.65079 16.392 0.008
2452473.61586 16.390 0.008
2452483.68078 16.391 0.009
2452486.66409 16.396 0.010
2452490.63074 16.398 0.008
2452493.59299 16.385 0.008
2452495.66463 16.405 0.008
2452497.74409 16.395 0.009
2452499.76737 16.395 0.009
2452502.51101 16.410 0.009
2452508.61341 16.414 0.009
2452512.56222 16.416 0.010
2452517.68397 16.384 0.009
2452520.52209 16.397 0.009
2452526.61785 16.382 0.008
2452537.59831 16.385 0.013
2452541.59634 16.395 0.009
2452547.53441 16.375 0.010
2452556.52541 16.392 0.009
2452563.55890 16.406 0.009
2452574.53776 16.426 0.011
2452705.90000 16.393 0.008
2452706.86716 16.363 0.008
2452714.85147 16.379 0.008
2452728.88108 16.393 0.009
2452733.86402 16.375 0.009
2452744.85189 16.380 0.008
2452752.91668 16.351 0.009
2452756.88125 16.365 0.008
2452760.84950 16.333 0.008
2452766.88165 16.336 0.009
2452770.76913 16.344 0.009
2452783.76990 16.251 0.007
2452785.88157 16.242 0.008
2452786.88364 16.226 0.010
2452789.68960 16.211 0.007
2452791.65331 16.201 0.007
2452794.81573 16.156 0.008
2452796.75664 16.134 0.007
2452803.56609 16.075 0.013
2452808.89710 16.064 0.010
2452809.90152 16.051 0.008
2452810.82853 16.045 0.007
2452811.86579 16.041 0.007
2452813.66253 16.057 0.007
2452815.78418 16.071 0.007
2452817.73711 16.075 0.007
2452818.80009 16.092 0.007
2452820.67233 16.110 0.007
2452826.70104 16.154 0.008
2452834.72325 16.258 0.012
2452835.84489 16.286 0.011
2452837.57863 16.266 0.010
2452839.62177 16.294 0.008
2452841.64042 16.304 0.008
2452843.57006 16.314 0.008
2452845.60098 16.307 0.008
2452849.75346 16.319 0.009
2452849.78103 16.328 0.010
2452851.76385 16.345 0.010
2452853.76671 16.345 0.010
2452856.65548 16.342 0.009
2452858.63078 16.345 0.012
2452859.62483 16.346 0.010
2452863.58906 16.351 0.010
2452866.68114 16.358 0.009
2452869.67217 16.373 0.009
2452872.66664 16.384 0.007
2452877.63596 16.366 0.009
2452883.61151 16.374 0.008
2452892.60146 16.366 0.011
2452896.62310 16.395 0.009
2452902.59015 16.382 0.010
2452907.56453 16.389 0.011
2452911.49178 16.389 0.011
2452912.50986 16.396 0.010
2452915.50439 16.419 0.011
2452916.54148 16.386 0.009
2452917.51980 16.392 0.011
2452917.55222 16.406 0.010
2452918.51083 16.378 0.011
2452920.53244 16.395 0.011
2452922.52050 16.391 0.010
2452924.52979 16.396 0.008
2452926.55894 16.382 0.009
2452928.53711 16.383 0.009
2452929.59003 16.416 0.012
2452930.52372 16.403 0.009
2452941.52190 16.401 0.011
2452943.50193 16.397 0.013
2452945.52792 16.399 0.013
2452946.52451 16.396 0.013
2452949.51589 16.387 0.013
2452950.51383 16.403 0.011
2453058.85329 16.375 0.008
2453063.87242 16.388 0.007
2453067.85181 16.407 0.008
2453070.81121 16.410 0.010
2453072.89005 16.385 0.007
2453075.78696 16.411 0.010
2453079.84342 16.372 0.010
2453084.86028 16.383 0.007
2453086.79130 16.379 0.007
2453087.90887 16.397 0.008
2453089.81341 16.380 0.007
2453091.77503 16.371 0.008
2453096.81282 16.388 0.008
2453098.82006 16.385 0.007
2453100.87165 16.383 0.008
2453102.82766 16.399 0.008
2453103.90294 16.388 0.008
2453106.78591 16.399 0.011
2453109.74896 16.403 0.008
2453110.79028 16.392 0.008
2453112.76502 16.396 0.007
2453113.82839 16.381 0.007
2453115.82692 16.390 0.007
2453118.88454 16.392 0.008
2453125.81505 16.374 0.010
2453126.84625 16.376 0.008
2453127.76065 16.396 0.008
2453128.77894 16.375 0.008
2453129.75372 16.363 0.009
2453130.93183 16.383 0.009
2453131.78771 16.381 0.009
2453135.82010 16.371 0.007
2453137.89758 16.386 0.009
2453138.82924 16.385 0.008
2453139.82859 16.389 0.007
2453140.83147 16.392 0.008
2453142.72553 16.394 0.007
2453144.74796 16.382 0.007
2453146.72123 16.377 0.008
2453151.70793 16.379 0.009
2453152.71202 16.387 0.008
2453152.92526 16.356 0.010
2453153.71609 16.360 0.009
2453154.77121 16.398 0.009
2453156.75858 16.394 0.007
2453158.81763 16.411 0.009
2453162.76509 16.367 0.008
2453163.73231 16.386 0.007
2453164.69074 16.408 0.008
2453165.81255 16.379 0.006
2453166.84631 16.383 0.010
2453167.91108 16.374 0.011
2453168.72369 16.411 0.007
2453169.68012 16.400 0.008
2453170.75300 16.392 0.007
2453171.70442 16.385 0.007
2453172.69126 16.380 0.006
2453175.67385 16.342 0.006
2453176.71694 16.345 0.009
2453178.73260 16.395 0.008
2453179.61047 16.395 0.008
2453179.86623 16.409 0.009
2453180.66460 16.383 0.007
2453182.73133 16.408 0.007
2453183.68291 16.383 0.009
2453184.65571 16.383 0.007
2453185.81365 16.397 0.008
2453193.49167 16.356 0.011
2453193.82852 16.402 0.010
2453194.64731 16.362 0.008
2453195.62559 16.393 0.007
2453196.70115 16.395 0.009
2453196.79011 16.406 0.007
2453197.60126 16.384 0.008
2453199.73519 16.392 0.009
2453202.60017 16.387 0.010
2453203.72221 16.391 0.007
2453204.71783 16.409 0.007
2453205.64281 16.388 0.006
2453206.62437 16.387 0.007
2453210.61457 16.395 0.008
2453211.68660 16.383 0.008
2453217.61063 16.375 0.009
2453218.60993 16.387 0.009
2453219.66912 16.348 0.010
2453223.60717 16.375 0.010
2453224.65696 16.362 0.007
2453226.56980 16.385 0.008
2453228.52835 16.403 0.008
2453229.58644 16.391 0.007
2453230.62519 16.384 0.007
2453231.52615 16.355 0.009
2453232.49999 16.349 0.010
2453239.61009 16.410 0.008
2453240.61225 16.413 0.009
2453245.50101 16.379 0.009
2453246.60901 16.401 0.010
2453247.68130 16.401 0.009
2453248.67285 16.379 0.008
2453250.61221 16.388 0.008
2453253.60503 16.392 0.008
2453256.58770 16.389 0.009
2453261.58363 16.395 0.007
2453266.60830 16.371 0.010
2453272.55507 16.387 0.009
2453274.58465 16.406 0.010
2453278.55869 16.417 0.008
2453281.50760 16.425 0.009
2453287.56754 16.415 0.008
2453415.89063 16.391 0.007
2453420.89771 16.427 0.010
2453425.87592 16.398 0.009
2453428.87183 16.385 0.008
2453432.84333 16.378 0.008
2453442.84530 16.402 0.007
2453444.89915 16.382 0.007
2453447.80762 16.342 0.009
2453449.82487 16.393 0.007
2453452.84588 16.385 0.007
2453454.89942 16.390 0.008
2453457.83776 16.410 0.008
2453459.78296 16.391 0.008
2453468.83489 16.380 0.006
2453469.84182 16.394 0.006
2453471.92210 16.376 0.009
2453473.83737 16.367 0.008
2453476.72992 16.399 0.006
2453478.79564 16.381 0.007
2453480.86747 16.406 0.007
2453481.77420 16.382 0.007
2453484.73275 16.358 0.009
2453496.80925 16.382 0.007
2453497.74696 16.392 0.008
2453499.93698 16.391 0.007
2453500.81292 16.391 0.007
2453501.80692 16.365 0.006
2453502.77268 16.381 0.006
2453503.74168 16.374 0.006
2453504.83142 16.396 0.007
2453506.89639 16.380 0.007
2453508.84700 16.371 0.008
2453509.79672 16.382 0.007
2453511.75431 16.386 0.008
2453512.79793 16.399 0.008
2453517.87150 16.524 0.017
2453520.82576 16.399 0.008
2453521.63542 16.375 0.007
