2453522.68981 16.384 0.007
2453523.73436 16.381 0.006
2453524.77085 16.382 0.007
2453525.70258 16.396 0.007
2453526.78497 16.384 0.007
2453527.78989 16.390 0.007
2453528.73266 16.393 0.007
2453529.62624 16.400 0.007
2453530.64661 16.393 0.006
2453538.67662 16.418 0.007
2453541.82713 16.388 0.007
2453547.71857 16.407 0.009
2453550.59262 16.396 0.007
2453551.78207 16.410 0.007
2453552.62199 16.384 0.006
2453553.75180 16.380 0.010
2453554.79276 16.407 0.008
2453555.76290 16.411 0.008
2453556.82863 16.364 0.010
2453558.49151 16.400 0.009
2453558.79081 16.389 0.007
2453559.55925 16.372 0.008
2453560.52236 16.390 0.007
2453561.49967 16.396 0.009
2453562.54625 16.387 0.007
2453563.60122 16.372 0.007
2453564.62928 16.398 0.008
2453569.51791 16.391 0.009
2453573.59456 16.357 0.011
2453574.65109 16.386 0.008
2453575.63611 16.380 0.007
2453576.61642 16.389 0.007
2453577.71693 16.407 0.007
2453578.62548 16.389 0.007
2453579.58282 16.395 0.007
2453580.60608 16.397 0.007
2453581.63262 16.407 0.007
2453582.58083 16.412 0.007
2453583.59801 16.390 0.007
2453584.60687 16.407 0.007
2453585.59712 16.367 0.006
2453586.64290 16.384 0.007
2453589.63572 16.385 0.006
2453590.60441 16.392 0.007
2453591.66640 16.392 0.006
2453593.53928 16.390 0.006
2453594.65539 16.394 0.007
2453601.58786 16.390 0.007
2453602.60473 16.384 0.007
2453603.60185 16.396 0.007
2453606.62147 16.385 0.008
2453607.59378 16.398 0.007
2453608.60713 16.410 0.007
2453615.53794 16.405 0.007
2453618.64019 16.397 0.008
2453620.52863 16.394 0.006
2453622.50766 16.401 0.008
2453628.63631 16.403 0.010
2453630.52179 16.378 0.009
2453631.65192 16.400 0.011
2453633.50706 16.356 0.009
2453637.59706 16.394 0.008
2453639.61435 16.416 0.008
2453641.50950 16.391 0.009
2453643.58596 16.421 0.009
2453648.50176 16.381 0.007
2453651.55770 16.393 0.011
2453654.51088 16.390 0.014
2453656.50757 16.391 0.009
2453658.54170 16.357 0.011
2453661.55218 16.390 0.012
2453668.51258 16.382 0.009
2453674.52631 16.424 0.009
2453775.87073 16.390 0.008
2453781.85788 16.384 0.012
